user_id,nombre,arquetipo_perfil,periodo_inicio,periodo_fin,fecha,descripcion,monto,tipo_movimiento,categoria,grupo,tipo_pago,tasa_de_interes_de_la_tarjeta,descripcion_limpia
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-01,cosas para cocinar,164.68,Consumo,Alimentación,Esencial,Efectivo,,cosas para cocinar
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-01,apoyo a un familiar,238.45,Consumo,Otros,,Tarjeta de débito,,apoyo a un familiar
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-02,cambio de aceite,602.64,Consumo,Transporte,Esencial,Transferencia bancaria,,cambio de aceite
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-02,venta por internet,1935.92,Ingreso,,,Transferencia bancaria,,venta por internet
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-03,compré pescado,351.15,Consumo,Alimentación,Esencial,Efectivo,,compré pescado
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-04,compré un juego,1034.36,Consumo,Entretenimiento y ocio,Discrecional,Tarjeta de crédito,34.1,compré un juego
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-05,vendí unas cosas,10082.12,Ingreso,,,Transferencia bancaria,,vendí unas cosas
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-06,llantas nuevas,49.38,Consumo,Transporte,Esencial,Tarjeta de débito,,llantas nuevas
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-06,recibo de la CFE,1755.38,Consumo,Vivienda,Esencial,Tarjeta de crédito,34.1,recibo de la cfe
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-06,pago freelance,10266.36,Ingreso,,,Transferencia bancaria,,pago freelance
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-07,compré unos audífonos,255.16,Consumo,Compras personales,Discrecional,Tarjeta de débito,,compré unos audífonos
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-07,comisión por ventas,1085.07,Ingreso,,,Transferencia bancaria,,comisión por ventas
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-08,pago del crédito hipotecario,1440.66,Pago de deuda,,,Transferencia bancaria,,pago del crédito hipotecario
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-09,compré verduras,1308.81,Consumo,Alimentación,Esencial,Efectivo,,compré verduras
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-12,carne,470.38,Consumo,Alimentación,Esencial,Efectivo,,carne
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-14,leche y huevos,82.19,Consumo,Alimentación,Esencial,Transferencia bancaria,,leche y huevos
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-15,DiDi,173.87,Consumo,Transporte,Esencial,Efectivo,,didi
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-15,bono de productividad,641.51,Ingreso,,,Transferencia bancaria,,bono de productividad
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-16,compré pescado,570.57,Consumo,Alimentación,Esencial,Efectivo,,compré pescado
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-17,botanas para la casa,639.48,Consumo,Alimentación,Esencial,Tarjeta de crédito,34.1,botanas para la casa
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-17,abarrotes,778.44,Consumo,Alimentación,Esencial,Tarjeta de débito,,abarrotes
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-18,compré unas pastillas,477.73,Consumo,Salud,Esencial,Transferencia bancaria,,compré unas pastillas
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-19,despensa de la semana,291.79,Consumo,Alimentación,Esencial,Tarjeta de débito,,despensa de la semana
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-19,le puse gasolina al carro,655.18,Consumo,Transporte,Esencial,Tarjeta de débito,,le puse gasolina al carro
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-19,algo que vi y me gustó,1353.8,Consumo,Compras personales,Discrecional,Transferencia bancaria,,algo que vi y me gustó
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-20,paquete de viaje,50.6,Consumo,Viajes y vacaciones,Discrecional,Tarjeta de débito,,paquete de viaje
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-21,CETES,1440.66,Ahorro e inversión,,,Transferencia bancaria,,cetes
110504306,Valentina Romero,Usuario con ingresos estacionales,2026-07-01,2026-07-31,2026-07-21,pollo,262.92,Consumo,Alimentación,Esencial,Tarjeta de crédito,34.1,pollo
